raceId,year,round,circuitId,name,date,time
431,1985,12,14,Italian Grand Prix,9/8/1985,7:00:00
432,1985,13,13,Belgian Grand Prix,9/15/1985,11:30:00
433,1985,14,38,European Grand Prix,10/6/1985,12:00:00
434,1985,15,30,South African Grand Prix,10/19/1985,6:00:00
435,1985,16,29,Australian Grand Prix,11/3/1985,9:00:00
436,1984,1,36,Brazilian Grand Prix,3/25/1984,7:00:00
437,1984,2,30,South African Grand Prix,4/7/1984,12:00:00
438,1984,3,40,Belgian Grand Prix,4/29/1984,12:00:00
439,1984,4,21,San Marino Grand Prix,5/6/1984,12:00:00
440,1984,5,41,French Grand Prix,5/20/1984,12:00:00
441,1984,6,6,Monaco Grand Prix,6/3/1984,12:00:00
442,1984,7,7,Canadian Grand Prix,6/17/1984,12:00:00
443,1984,8,37,Detroit Grand Prix,6/24/1984,12:00:00
444,1984,9,42,Dallas Grand Prix,7/8/1984,12:00:00
445,1984,10,38,British Grand Prix,7/22/1984,12:00:00
446,1984,11,10,German Grand Prix,8/5/1984,12:00:00
447,1984,12,23,Austrian Grand Prix,8/19/1984,12:00:00
448,1984,13,39,Dutch Grand Prix,8/26/1984,5:00:00
449,1984,14,14,Italian Grand Prix,9/9/1984,16:00:00
450,1984,15,20,European Grand Prix,10/7/1984,11:00:00
451,1984,16,27,Portuguese Grand Prix,10/21/1984,4:30:00
452,1983,1,36,Brazilian Grand Prix,3/13/1983,7:00:00
453,1983,2,43,United States Grand Prix West,3/27/1983,11:30:00
454,1983,3,34,French Grand Prix,4/17/1983,12:00:00
455,1983,4,21,San Marino Grand Prix,5/1/1983,12:00:00
456,1983,5,6,Monaco Grand Prix,5/15/1983,12:00:00
457,1983,6,13,Belgian Grand Prix,5/22/1983,17:00:00
458,1983,7,37,Detroit Grand Prix,6/5/1983,12:00:00
459,1983,8,7,Canadian Grand Prix,6/12/1983,12:00:00
460,1983,9,9,British Grand Prix,7/16/1983,12:00:00
461,1983,10,10,German Grand Prix,8/7/1983,12:00:00
462,1983,11,23,Austrian Grand Prix,8/14/1983,12:00:00
463,1983,12,39,Dutch Grand Prix,8/28/1983,12:00:00
464,1983,13,14,Italian Grand Prix,9/11/1983,12:00:00
465,1983,14,38,European Grand Prix,9/25/1983,12:00:00
466,1983,15,30,South African Grand Prix,10/15/1983,4:30:00
467,1982,1,30,South African Grand Prix,1/23/1982,7:00:00
468,1982,2,36,Brazilian Grand Prix,3/21/1982,17:00:00
469,1982,3,43,United States Grand Prix West,4/4/1982,3:00:00
470,1982,4,21,San Marino Grand Prix,4/25/1982,7:00:00
471,1982,5,40,Belgian Grand Prix,5/9/1982,11:30:00
472,1982,6,6,Monaco Grand Prix,5/23/1982,12:00:00
473,1982,7,37,Detroit Grand Prix,6/6/1982,6:00:00
474,1982,8,7,Canadian Grand Prix,6/13/1982,9:00:00
475,1982,9,39,Dutch Grand Prix,7/3/1982,7:00:00
476,1982,10,38,British Grand Prix,7/18/1982,12:00:00
477,1982,11,34,French Grand Prix,7/25/1982,12:00:00
478,1982,12,10,German Grand Prix,8/8/1982,12:00:00
479,1982,13,23,Austrian Grand Prix,8/15/1982,12:00:00
480,1982,14,41,Swiss Grand Prix,8/29/1982,12:00:00
481,1982,15,14,Italian Grand Prix,9/12/1982,12:00:00
482,1982,16,44,Caesars Palace Grand Prix,9/25/1982,12:00:00
483,1981,1,43,United States Grand Prix West,3/15/1981,12:00:00
484,1981,2,36,Brazilian Grand Prix,3/29/1981,12:00:00
485,1981,3,25,Argentine Grand Prix,4/12/1981,12:00:00
486,1981,4,21,San Marino Grand Prix,5/3/1981,12:00:00
487,1981,5,40,Belgian Grand Prix,5/17/1981,5:00:00
488,1981,6,6,Monaco Grand Prix,5/31/1981,16:00:00
489,1981,7,45,Spanish Grand Prix,6/21/1981,11:00:00
490,1981,8,41,French Grand Prix,7/5/1981,4:30:00
491,1981,9,9,British Grand Prix,7/18/1981,7:00:00
492,1981,10,10,German Grand Prix,8/2/1981,11:30:00
493,1981,11,23,Austrian Grand Prix,8/16/1981,12:00:00
494,1981,12,39,Dutch Grand Prix,8/30/1981,12:00:00
495,1981,13,14,Italian Grand Prix,9/13/1981,12:00:00
496,1981,14,7,Canadian Grand Prix,9/27/1981,17:00:00
497,1981,15,44,Caesars Palace Grand Prix,10/17/1981,12:00:00
498,1980,1,25,Argentine Grand Prix,1/13/1980,12:00:00
499,1980,2,18,Brazilian Grand Prix,1/27/1980,12:00:00
500,1980,3,30,South African Grand Prix,3/1/1980,12:00:00
501,1980,4,43,United States Grand Prix West,3/30/1980,12:00:00
502,1980,5,40,Belgian Grand Prix,5/4/1980,12:00:00
503,1980,6,6,Monaco Grand Prix,5/18/1980,12:00:00
504,1980,7,34,French Grand Prix,6/29/1980,12:00:00
505,1980,8,38,British Grand Prix,7/13/1980,4:30:00
506,1980,9,10,German Grand Prix,8/10/1980,7:00:00
507,1980,10,23,Austrian Grand Prix,8/17/1980,17:00:00
508,1980,11,39,Dutch Grand Prix,8/31/1980,3:00:00
509,1980,12,21,Italian Grand Prix,9/14/1980,7:00:00
510,1980,13,7,Canadian Grand Prix,9/28/1980,11:30:00
511,1980,14,46,United States Grand Prix,10/5/1980,12:00:00
512,1979,1,25,Argentine Grand Prix,1/21/1979,6:00:00
513,1979,2,18,Brazilian Grand Prix,2/4/1979,9:00:00
514,1979,3,30,South African Grand Prix,3/3/1979,7:00:00
515,1979,4,43,United States Grand Prix West,4/8/1979,12:00:00
516,1979,5,45,Spanish Grand Prix,4/29/1979,12:00:00
517,1979,6,40,Belgian Grand Prix,5/13/1979,12:00:00
518,1979,7,6,Monaco Grand Prix,5/27/1979,12:00:00
519,1979,8,41,French Grand Prix,7/1/1979,12:00:00
520,1979,9,9,British Grand Prix,7/14/1979,12:00:00
521,1979,10,10,German Grand Prix,7/29/1979,12:00:00
522,1979,11,23,Austrian Grand Prix,8/12/1979,12:00:00
523,1979,12,39,Dutch Grand Prix,8/26/1979,12:00:00
524,1979,13,14,Italian Grand Prix,9/9/1979,12:00:00
525,1979,14,7,Canadian Grand Prix,9/30/1979,12:00:00
526,1979,15,46,United States Grand Prix,10/7/1979,5:00:00
527,1978,1,25,Argentine Grand Prix,1/15/1978,16:00:00
528,1978,2,36,Brazilian Grand Prix,1/29/1978,11:00:00
529,1978,3,30,South African Grand Prix,3/4/1978,4:30:00
530,1978,4,43,United States Grand Prix West,4/2/1978,7:00:00
531,1978,5,6,Monaco Grand Prix,5/7/1978,11:30:00
532,1978,6,40,Belgian Grand Prix,5/21/1978,12:00:00
533,1978,7,45,Spanish Grand Prix,6/4/1978,12:00:00
534,1978,8,47,Swedish Grand Prix,6/17/1978,12:00:00
535,1978,9,34,French Grand Prix,7/2/1978,17:00:00
536,1978,10,38,British Grand Prix,7/16/1978,12:00:00
537,1978,11,10,German Grand Prix,7/30/1978,12:00:00
538,1978,12,23,Austrian Grand Prix,8/13/1978,12:00:00
539,1978,13,39,Dutch Grand Prix,8/27/1978,12:00:00
540,1978,14,14,Italian Grand Prix,9/10/1978,12:00:00
541,1978,15,46,United States Grand Prix,10/1/1978,12:00:00
542,1978,16,7,Canadian Grand Prix,10/8/1978,12:00:00
543,1977,1,25,Argentine Grand Prix,1/9/1977,12:00:00
544,1977,2,18,Brazilian Grand Prix,1/23/1977,4:30:00
545,1977,3,30,South African Grand Prix,3/5/1977,7:00:00
546,1977,4,43,United States Grand Prix West,4/3/1977,17:00:00
547,1977,5,45,Spanish Grand Prix,5/8/1977,3:00:00
548,1977,6,6,Monaco Grand Prix,5/22/1977,7:00:00
549,1977,7,40,Belgian Grand Prix,6/5/1977,11:30:00
550,1977,8,47,Swedish Grand Prix,6/19/1977,12:00:00
551,1977,9,41,French Grand Prix,7/3/1977,6:00:00
552,1977,10,9,British Grand Prix,7/16/1977,9:00:00
553,1977,11,10,German Grand Prix,7/31/1977,7:00:00
554,1977,12,23,Austrian Grand Prix,8/14/1977,12:00:00
555,1977,13,39,Dutch Grand Prix,8/28/1977,12:00:00
556,1977,14,14,Italian Grand Prix,9/11/1977,12:00:00
557,1977,15,46,United States Grand Prix,10/2/1977,12:00:00
558,1977,16,48,Canadian Grand Prix,10/9/1977,12:00:00
559,1977,17,16,Japanese Grand Prix,10/23/1977,12:00:00
560,1976,1,18,Brazilian Grand Prix,1/25/1976,12:00:00
561,1976,2,30,South African Grand Prix,3/6/1976,12:00:00
562,1976,3,43,United States Grand Prix West,3/28/1976,12:00:00
563,1976,4,45,Spanish Grand Prix,5/2/1976,12:00:00
564,1976,5,40,Belgian Grand Prix,5/16/1976,12:00:00
565,1976,6,6,Monaco Grand Prix,5/30/1976,5:00:00
566,1976,7,47,Swedish Grand Prix,6/13/1976,16:00:00
567,1976,8,34,French Grand Prix,7/4/1976,11:00:00
568,1976,9,38,British Grand Prix,7/18/1976,4:30:00
569,1976,10,20,German Grand Prix,8/1/1976,7:00:00
570,1976,11,23,Austrian Grand Prix,8/15/1976,11:30:00
571,1976,12,39,Dutch Grand Prix,8/29/1976,12:00:00
572,1976,13,14,Italian Grand Prix,9/12/1976,12:00:00
573,1976,14,48,Canadian Grand Prix,10/3/1976,12:00:00
574,1976,15,46,United States Grand Prix,10/10/1976,17:00:00
575,1976,16,16,Japanese Grand Prix,10/24/1976,12:00:00
576,1975,1,25,Argentine Grand Prix,1/12/1975,12:00:00
577,1975,2,18,Brazilian Grand Prix,1/26/1975,12:00:00
578,1975,3,30,South African Grand Prix,3/1/1975,12:00:00
579,1975,4,49,Spanish Grand Prix,4/27/1975,12:00:00
580,1975,5,6,Monaco Grand Prix,5/11/1975,12:00:00
581,1975,6,40,Belgian Grand Prix,5/25/1975,12:00:00
582,1975,7,47,Swedish Grand Prix,6/8/1975,12:00:00
583,1975,8,39,Dutch Grand Prix,6/22/1975,4:30:00
584,1975,9,34,French Grand Prix,7/6/1975,7:00:00
585,1975,10,9,British Grand Prix,7/19/1975,17:00:00
586,1975,11,20,German Grand Prix,8/3/1975,3:00:00
587,1975,12,23,Austrian Grand Prix,8/17/1975,7:00:00
588,1975,13,14,Italian Grand Prix,9/7/1975,11:30:00
589,1975,14,46,United States Grand Prix,10/5/1975,12:00:00
590,1974,1,25,Argentine Grand Prix,1/13/1974,6:00:00
591,1974,2,18,Brazilian Grand Prix,1/27/1974,9:00:00
592,1974,3,30,South African Grand Prix,3/30/1974,7:00:00
593,1974,4,45,Spanish Grand Prix,4/28/1974,12:00:00
594,1974,5,50,Belgian Grand Prix,5/12/1974,12:00:00
595,1974,6,6,Monaco Grand Prix,5/26/1974,12:00:00
596,1974,7,47,Swedish Grand Prix,6/9/1974,12:00:00
597,1974,8,39,Dutch Grand Prix,6/23/1974,12:00:00
598,1974,9,41,French Grand Prix,7/7/1974,12:00:00
599,1974,10,38,British Grand Prix,7/20/1974,12:00:00
600,1974,11,20,German Grand Prix,8/4/1974,12:00:00
601,1974,12,23,Austrian Grand Prix,8/18/1974,12:00:00
602,1974,13,14,Italian Grand Prix,9/8/1974,12:00:00
603,1974,14,48,Canadian Grand Prix,9/22/1974,12:00:00
604,1974,15,46,United States Grand Prix,10/6/1974,5:00:00
605,1973,1,25,Argentine Grand Prix,1/28/1973,16:00:00
606,1973,2,18,Brazilian Grand Prix,2/11/1973,11:00:00
607,1973,3,30,South African Grand Prix,3/3/1973,4:30:00
608,1973,4,49,Spanish Grand Prix,4/29/1973,7:00:00
609,1973,5,40,Belgian Grand Prix,5/20/1973,11:30:00
610,1973,6,6,Monaco Grand Prix,6/3/1973,12:00:00
611,1973,7,47,Swedish Grand Prix,6/17/1973,12:00:00
612,1973,8,34,French Grand Prix,7/1/1973,12:00:00
613,1973,9,9,British Grand Prix,7/14/1973,17:00:00
614,1973,10,39,Dutch Grand Prix,7/29/1973,12:00:00
615,1973,11,20,German Grand Prix,8/5/1973,12:00:00
616,1973,12,23,Austrian Grand Prix,8/19/1973,12:00:00
617,1973,13,14,Italian Grand Prix,9/9/1973,12:00:00
618,1973,14,48,Canadian Grand Prix,9/23/1973,12:00:00
619,1973,15,46,United States Grand Prix,10/7/1973,12:00:00
620,1972,1,25,Argentine Grand Prix,1/23/1972,12:00:00
621,1972,2,30,South African Grand Prix,3/4/1972,12:00:00
622,1972,3,45,Spanish Grand Prix,5/1/1972,4:30:00
623,1972,4,6,Monaco Grand Prix,5/14/1972,7:00:00
624,1972,5,50,Belgian Grand Prix,6/4/1972,17:00:00
625,1972,6,51,French Grand Prix,7/2/1972,3:00:00
626,1972,7,38,British Grand Prix,7/15/1972,7:00:00
627,1972,8,20,German Grand Prix,7/30/1972,11:30:00
628,1972,9,23,Austrian Grand Prix,8/13/1972,12:00:00
629,1972,10,14,Italian Grand Prix,9/10/1972,6:00:00
630,1972,11,48,Canadian Grand Prix,9/24/1972,9:00:00
631,1972,12,46,United States Grand Prix,10/8/1972,7:00:00
632,1971,1,30,South African Grand Prix,3/6/1971,12:00:00
633,1971,2,49,Spanish Grand Prix,4/18/1971,12:00:00
634,1971,3,6,Monaco Grand Prix,5/23/1971,12:00:00
635,1971,4,39,Dutch Grand Prix,6/20/1971,12:00:00
636,1971,5,34,French Grand Prix,7/4/1971,12:00:00
637,1971,6,9,British Grand Prix,7/17/1971,12:00:00
638,1971,7,20,German Grand Prix,8/1/1971,12:00:00
639,1971,8,23,Austrian Grand Prix,8/15/1971,12:00:00
640,1971,9,14,Italian Grand Prix,9/5/1971,12:00:00
641,1971,10,48,Canadian Grand Prix,9/19/1971,12:00:00
642,1971,11,46,United States Grand Prix,10/3/1971,12:00:00
643,1970,1,30,South African Grand Prix,3/7/1970,5:00:00
644,1970,2,45,Spanish Grand Prix,4/19/1970,16:00:00
645,1970,3,6,Monaco Grand Prix,5/10/1970,11:00:00
646,1970,4,13,Belgian Grand Prix,6/7/1970,4:30:00
647,1970,5,39,Dutch Grand Prix,6/21/1970,7:00:00
648,1970,6,51,French Grand Prix,7/5/1970,11:30:00
649,1970,7,38,British Grand Prix,7/18/1970,12:00:00
650,1970,8,10,German Grand Prix,8/2/1970,12:00:00
651,1970,9,23,Austrian Grand Prix,8/16/1970,12:00:00
652,1970,10,14,Italian Grand Prix,9/6/1970,17:00:00
653,1970,11,52,Canadian Grand Prix,9/20/1970,12:00:00
654,1970,12,46,United States Grand Prix,10/4/1970,12:00:00
655,1970,13,32,Mexican Grand Prix,10/25/1970,12:00:00
656,1969,1,30,South African Grand Prix,3/1/1969,12:00:00
657,1969,2,49,Spanish Grand Prix,5/4/1969,12:00:00
658,1969,3,6,Monaco Grand Prix,5/18/1969,12:00:00
659,1969,4,39,Dutch Grand Prix,6/21/1969,12:00:00
660,1969,5,51,French Grand Prix,7/6/1969,12:00:00
661,1969,6,9,British Grand Prix,7/19/1969,4:30:00
662,1969,7,20,German Grand Prix,8/3/1969,7:00:00
663,1969,8,14,Italian Grand Prix,9/7/1969,17:00:00
664,1969,9,48,Canadian Grand Prix,9/20/1969,3:00:00
665,1969,10,46,United States Grand Prix,10/5/1969,7:00:00
666,1969,11,32,Mexican Grand Prix,10/19/1969,11:30:00
667,1968,1,30,South African Grand Prix,1/1/1968,12:00:00
668,1968,2,45,Spanish Grand Prix,5/12/1968,6:00:00
669,1968,3,6,Monaco Grand Prix,5/26/1968,9:00:00
670,1968,4,13,Belgian Grand Prix,6/9/1968,7:00:00
671,1968,5,39,Dutch Grand Prix,6/23/1968,12:00:00
672,1968,6,53,French Grand Prix,7/7/1968,12:00:00
673,1968,7,38,British Grand Prix,7/20/1968,12:00:00
674,1968,8,20,German Grand Prix,8/4/1968,12:00:00
675,1968,9,14,Italian Grand Prix,9/8/1968,12:00:00
676,1968,10,52,Canadian Grand Prix,9/22/1968,12:00:00
677,1968,11,46,United States Grand Prix,10/6/1968,12:00:00
678,1968,12,32,Mexican Grand Prix,11/3/1968,12:00:00
679,1967,1,30,South African Grand Prix,1/2/1967,12:00:00
680,1967,2,6,Monaco Grand Prix,5/7/1967,12:00:00
681,1967,3,39,Dutch Grand Prix,6/4/1967,12:00:00
682,1967,4,13,Belgian Grand Prix,6/18/1967,5:00:00
683,1967,5,54,French Grand Prix,7/2/1967,16:00:00
684,1967,6,9,British Grand Prix,7/15/1967,11:00:00
685,1967,7,20,German Grand Prix,8/6/1967,4:30:00
686,1967,8,48,Canadian Grand Prix,8/27/1967,7:00:00
687,1967,9,14,Italian Grand Prix,9/10/1967,11:30:00
688,1967,10,46,United States Grand Prix,10/1/1967,12:00:00
689,1967,11,32,Mexican Grand Prix,10/22/1967,12:00:00
690,1966,1,6,Monaco Grand Prix,5/22/1966,12:00:00
691,1966,2,13,Belgian Grand Prix,6/12/1966,17:00:00
692,1966,3,55,French Grand Prix,7/3/1966,12:00:00
693,1966,4,38,British Grand Prix,7/16/1966,12:00:00
694,1966,5,39,Dutch Grand Prix,7/24/1966,12:00:00
695,1966,6,20,German Grand Prix,8/7/1966,12:00:00
696,1966,7,14,Italian Grand Prix,9/4/1966,12:00:00
697,1966,8,46,United States Grand Prix,10/2/1966,12:00:00
698,1966,9,32,Mexican Grand Prix,10/23/1966,12:00:00
699,1965,1,56,South African Grand Prix,1/1/1965,12:00:00
700,1965,2,6,Monaco Grand Prix,5/30/1965,4:30:00
701,1965,3,13,Belgian Grand Prix,6/13/1965,7:00:00
702,1965,4,51,French Grand Prix,6/27/1965,17:00:00
703,1965,5,9,British Grand Prix,7/10/1965,3:00:00
704,1965,6,39,Dutch Grand Prix,7/18/1965,7:00:00
705,1965,7,20,German Grand Prix,8/1/1965,11:30:00
706,1965,8,14,Italian Grand Prix,9/12/1965,12:00:00
707,1965,9,46,United States Grand Prix,10/3/1965,6:00:00
708,1965,10,32,Mexican Grand Prix,10/24/1965,9:00:00
709,1964,1,6,Monaco Grand Prix,5/10/1964,7:00:00
710,1964,2,39,Dutch Grand Prix,5/24/1964,12:00:00
711,1964,3,13,Belgian Grand Prix,6/14/1964,12:00:00
712,1964,4,53,French Grand Prix,6/28/1964,12:00:00
713,1964,5,38,British Grand Prix,7/11/1964,12:00:00
714,1964,6,20,German Grand Prix,8/2/1964,12:00:00
715,1964,7,57,Austrian Grand Prix,8/23/1964,12:00:00
716,1964,8,14,Italian Grand Prix,9/6/1964,12:00:00
717,1964,9,46,United States Grand Prix,10/4/1964,12:00:00
718,1964,10,32,Mexican Grand Prix,10/25/1964,12:00:00
719,1963,1,6,Monaco Grand Prix,5/26/1963,12:00:00
720,1963,2,13,Belgian Grand Prix,6/9/1963,12:00:00
721,1963,3,39,Dutch Grand Prix,6/23/1963,5:00:00
722,1963,4,55,French Grand Prix,6/30/1963,16:00:00
723,1963,5,9,British Grand Prix,7/20/1963,11:00:00
724,1963,6,20,German Grand Prix,8/4/1963,4:30:00
725,1963,7,14,Italian Grand Prix,9/8/1963,7:00:00
726,1963,8,46,United States Grand Prix,10/6/1963,11:30:00
727,1963,9,32,Mexican Grand Prix,10/27/1963,12:00:00
728,1963,10,56,South African Grand Prix,12/28/1963,12:00:00
729,1962,1,39,Dutch Grand Prix,5/20/1962,12:00:00
730,1962,2,6,Monaco Grand Prix,6/3/1962,17:00:00
731,1962,3,13,Belgian Grand Prix,6/17/1962,12:00:00
732,1962,4,53,French Grand Prix,7/8/1962,12:00:00
733,1962,5,58,British Grand Prix,7/21/1962,12:00:00
734,1962,6,20,German Grand Prix,8/5/1962,12:00:00
735,1962,7,14,Italian Grand Prix,9/16/1962,12:00:00
736,1962,8,46,United States Grand Prix,10/7/1962,12:00:00
737,1962,9,56,South African Grand Prix,12/29/1962,12:00:00
738,1961,1,6,Monaco Grand Prix,5/14/1961,12:00:00
739,1961,2,39,Dutch Grand Prix,5/22/1961,4:30:00
740,1961,3,13,Belgian Grand Prix,6/18/1961,7:00:00
741,1961,4,55,French Grand Prix,7/2/1961,17:00:00
742,1961,5,58,British Grand Prix,7/15/1961,3:00:00
743,1961,6,20,German Grand Prix,8/6/1961,7:00:00
744,1961,7,14,Italian Grand Prix,9/10/1961,11:30:00
745,1961,8,46,United States Grand Prix,10/8/1961,12:00:00
746,1960,1,25,Argentine Grand Prix,2/7/1960,6:00:00
747,1960,2,6,Monaco Grand Prix,5/29/1960,9:00:00
748,1960,3,19,Indianapolis 500,5/30/1960,7:00:00
749,1960,4,39,Dutch Grand Prix,6/6/1960,12:00:00
750,1960,5,13,Belgian Grand Prix,6/19/1960,12:00:00
751,1960,6,55,French Grand Prix,7/3/1960,12:00:00
752,1960,7,9,British Grand Prix,7/16/1960,12:00:00
753,1960,8,59,Portuguese Grand Prix,8/14/1960,12:00:00
754,1960,9,14,Italian Grand Prix,9/4/1960,12:00:00
755,1960,10,60,United States Grand Prix,11/20/1960,12:00:00
756,1959,1,6,Monaco Grand Prix,5/10/1959,12:00:00
757,1959,2,19,Indianapolis 500,5/30/1959,12:00:00
758,1959,3,39,Dutch Grand Prix,5/31/1959,12:00:00
759,1959,4,55,French Grand Prix,7/5/1959,12:00:00
760,1959,5,58,British Grand Prix,7/18/1959,5:00:00
761,1959,6,61,German Grand Prix,8/2/1959,16:00:00
762,1959,7,62,Portuguese Grand Prix,8/23/1959,11:00:00
763,1959,8,14,Italian Grand Prix,9/13/1959,4:30:00
764,1959,9,63,United States Grand Prix,12/12/1959,7:00:00
765,1958,1,25,Argentine Grand Prix,1/19/1958,11:30:00
766,1958,2,6,Monaco Grand Prix,5/18/1958,12:00:00
767,1958,3,39,Dutch Grand Prix,5/26/1958,12:00:00
768,1958,4,19,Indianapolis 500,5/30/1958,12:00:00
769,1958,5,13,Belgian Grand Prix,6/15/1958,17:00:00
770,1958,6,55,French Grand Prix,7/6/1958,12:00:00
771,1958,7,9,British Grand Prix,7/19/1958,12:00:00
772,1958,8,20,German Grand Prix,8/3/1958,12:00:00
773,1958,9,59,Portuguese Grand Prix,8/24/1958,12:00:00
774,1958,10,14,Italian Grand Prix,9/7/1958,12:00:00
775,1958,11,64,Moroccan Grand Prix,10/19/1958,12:00:00
776,1957,1,25,Argentine Grand Prix,1/13/1957,12:00:00
777,1957,2,6,Monaco Grand Prix,5/19/1957,12:00:00
778,1957,3,19,Indianapolis 500,5/30/1957,4:30:00
779,1957,4,53,French Grand Prix,7/7/1957,7:00:00
780,1957,5,58,British Grand Prix,7/20/1957,17:00:00
781,1957,6,20,German Grand Prix,8/4/1957,3:00:00
782,1957,7,65,Pescara Grand Prix,8/18/1957,7:00:00
783,1957,8,14,Italian Grand Prix,9/8/1957,11:30:00
784,1956,1,25,Argentine Grand Prix,1/22/1956,12:00:00
785,1956,2,6,Monaco Grand Prix,5/13/1956,6:00:00
786,1956,3,19,Indianapolis 500,5/30/1956,9:00:00
787,1956,4,13,Belgian Grand Prix,6/3/1956,7:00:00
788,1956,5,55,French Grand Prix,7/1/1956,12:00:00
789,1956,6,9,British Grand Prix,7/14/1956,12:00:00
790,1956,7,20,German Grand Prix,8/5/1956,12:00:00
791,1956,8,14,Italian Grand Prix,9/2/1956,12:00:00
792,1955,1,25,Argentine Grand Prix,1/16/1955,12:00:00
793,1955,2,6,Monaco Grand Prix,5/22/1955,12:00:00
794,1955,3,19,Indianapolis 500,5/30/1955,12:00:00
795,1955,4,13,Belgian Grand Prix,6/5/1955,12:00:00
796,1955,5,39,Dutch Grand Prix,6/19/1955,12:00:00
797,1955,6,58,British Grand Prix,7/16/1955,12:00:00
798,1955,7,14,Italian Grand Prix,9/11/1955,12:00:00
799,1954,1,25,Argentine Grand Prix,1/17/1954,5:00:00
800,1954,2,19,Indianapolis 500,5/31/1954,16:00:00
801,1954,3,13,Belgian Grand Prix,6/20/1954,11:00:00
802,1954,4,55,French Grand Prix,7/4/1954,4:30:00
803,1954,5,9,British Grand Prix,7/17/1954,7:00:00
804,1954,6,20,German Grand Prix,8/1/1954,11:30:00
805,1954,7,66,Swiss Grand Prix,8/22/1954,12:00:00
806,1954,8,14,Italian Grand Prix,9/5/1954,12:00:00
807,1954,9,67,Spanish Grand Prix,10/24/1954,12:00:00
808,1953,1,25,Argentine Grand Prix,1/18/1953,17:00:00
809,1953,2,19,Indianapolis 500,5/30/1953,12:00:00
810,1953,3,39,Dutch Grand Prix,6/7/1953,12:00:00
811,1953,4,13,Belgian Grand Prix,6/21/1953,12:00:00
812,1953,5,55,French Grand Prix,7/5/1953,12:00:00
813,1953,6,9,British Grand Prix,7/18/1953,12:00:00
814,1953,7,20,German Grand Prix,8/2/1953,12:00:00
815,1953,8,66,Swiss Grand Prix,8/23/1953,12:00:00
816,1953,9,14,Italian Grand Prix,9/13/1953,12:00:00
817,1952,1,66,Swiss Grand Prix,5/18/1952,4:30:00
818,1952,2,19,Indianapolis 500,5/30/1952,7:00:00
819,1952,3,13,Belgian Grand Prix,6/22/1952,17:00:00
820,1952,4,53,French Grand Prix,7/6/1952,3:00:00
821,1952,5,9,British Grand Prix,7/19/1952,7:00:00
822,1952,6,20,German Grand Prix,8/3/1952,11:30:00
823,1952,7,39,Dutch Grand Prix,8/17/1952,12:00:00
824,1952,8,14,Italian Grand Prix,9/7/1952,6:00:00
825,1951,1,66,Swiss Grand Prix,5/27/1951,9:00:00
826,1951,2,19,Indianapolis 500,5/30/1951,7:00:00
827,1951,3,13,Belgian Grand Prix,6/17/1951,12:00:00
828,1951,4,55,French Grand Prix,7/1/1951,12:00:00
829,1951,5,9,British Grand Prix,7/14/1951,12:00:00
830,1951,6,20,German Grand Prix,7/29/1951,12:00:00
831,1951,7,14,Italian Grand Prix,9/16/1951,12:00:00
832,1951,8,67,Spanish Grand Prix,10/28/1951,12:00:00
833,1950,1,9,British Grand Prix,5/13/1950,12:00:00
834,1950,2,6,Monaco Grand Prix,5/21/1950,12:00:00
835,1950,3,19,Indianapolis 500,5/30/1950,12:00:00
836,1950,4,66,Swiss Grand Prix,6/4/1950,12:00:00
837,1950,5,13,Belgian Grand Prix,6/18/1950,12:00:00
838,1950,6,55,French Grand Prix,7/2/1950,5:00:00
839,1950,7,14,Italian Grand Prix,9/3/1950,16:00:00
841,2011,1,1,Australian Grand Prix,3/27/2011,6:00:00
842,2011,2,2,Malaysian Grand Prix,4/10/2011,8:00:00
843,2011,3,17,Chinese Grand Prix,4/17/2011,7:00:00
844,2011,4,5,Turkish Grand Prix,5/8/2011,12:00:00
845,2011,5,4,Spanish Grand Prix,5/22/2011,12:00:00
846,2011,6,6,Monaco Grand Prix,5/29/2011,12:00:00
847,2011,7,7,Canadian Grand Prix,6/12/2011,17:00:00
848,2011,8,12,European Grand Prix,6/26/2011,12:00:00
849,2011,9,9,British Grand Prix,7/10/2011,12:00:00
850,2011,10,20,German Grand Prix,7/24/2011,12:00:00
851,2011,11,11,Hungarian Grand Prix,7/31/2011,12:00:00
852,2011,12,13,Belgian Grand Prix,8/28/2011,12:00:00
853,2011,13,14,Italian Grand Prix,9/11/2011,12:00:00
854,2011,14,15,Singapore Grand Prix,9/25/2011,12:00:00
855,2011,15,22,Japanese Grand Prix,10/9/2011,6:00:00
856,2011,16,35,Korean Grand Prix,10/16/2011,6:00:00
857,2011,17,68,Indian Grand Prix,10/30/2011,9:30:00
858,2011,18,24,Abu Dhabi Grand Prix,11/13/2011,13:00:00
859,2011,19,18,Brazilian Grand Prix,11/27/2011,16:00:00
860,2012,1,1,Australian Grand Prix,3/18/2012,6:00:00
861,2012,2,2,Malaysian Grand Prix,3/25/2012,8:00:00
862,2012,3,17,Chinese Grand Prix,4/15/2012,7:00:00
863,2012,4,3,Bahrain Grand Prix,4/22/2012,12:00:00
864,2012,5,4,Spanish Grand Prix,5/13/2012,12:00:00
865,2012,6,6,Monaco Grand Prix,5/27/2012,12:00:00
866,2012,7,7,Canadian Grand Prix,6/10/2012,18:00:00
867,2012,8,12,European Grand Prix,6/24/2012,12:00:00
868,2012,9,9,British Grand Prix,7/8/2012,12:00:00
